FIPS,Primary County Coordinates,County,City,Year,Estimate
1964425,"(42.0789478, -91.5989646)",Linn ,Prairieburg,July 01 2010,178
1967800,"(42.0789478, -91.5989646)",Linn ,Robins,July 01 2010,3187
1974775,"(42.0789478, -91.5989646)",Linn ,Springville,July 01 2010,1074
1981840,"(42.0789478, -91.5989646)",Linn ,Walford (pt.),July 01 2010,382
1981885,"(42.0789478, -91.5989646)",Linn ,Walker,July 01 2010,789
1999990,"(42.0789478, -91.5989646)",Linn ,Balance of Linn County,July 01 2010,20251
1915375,"(42.0789478, -91.2596184)",Louisa ,Columbus City,July 01 2010,390
1915420,"(42.0789478, -91.2596184)",Louisa ,Columbus Junction,July 01 2010,1890
1916725,"(41.2185073, -91.2596184)",Louisa ,Cotter,July 01 2010,48
1929055,"(41.2185073, -91.2596184)",Louisa ,Fredonia,July 01 2010,243
1932115,"(41.2185073, -91.2596184)",Louisa ,Grandview,July 01 2010,554
1944715,"(41.2185073, -91.2596184)",Louisa ,Letts,July 01 2010,383
1954120,"(41.2185073, -91.2596184)",Louisa ,Morning Sun,July 01 2010,834
1958395,"(41.2185073, -91.2596184)",Louisa ,Oakville,July 01 2010,173
1982200,"(41.2185073, -91.2596184)",Louisa ,Wapello,July 01 2010,2061
1999990,"(41.2185073, -91.2596184)",Louisa ,Balance of Louisa County,July 01 2010,4786
1912720,"(41.2185073, -93.3277207)",Lucas ,Chariton,July 01 2010,4316
1920125,"(41.2185073, -93.3277207)",Lucas ,Derby,July 01 2010,115
1947100,"(41.0293738, -93.3277207)",Lucas ,Lucas,July 01 2010,216
1969285,"(41.0293738, -93.3277207)",Lucas ,Russell,July 01 2010,554
1985935,"(41.0293738, -93.3277207)",Lucas ,Williamson,July 01 2010,152
1999990,"(41.0293738, -93.3277207)",Lucas ,Balance of Lucas County,July 01 2010,3538
1901675,"(41.0293738, -96.2102924)",Lyon ,Alvord,July 01 2010,196
1921900,"(41.0293738, -96.2102924)",Lyon ,Doon,July 01 2010,576
1930225,"(43.380497, -96.2102924)",Lyon ,George,July 01 2010,1090
1938415,"(43.380497, -96.2102924)",Lyon ,Inwood,July 01 2010,813
1943410,"(43.380497, -96.2102924)",Lyon ,Larchwood,July 01 2010,834
1944670,"(43.380497, -96.2102924)",Lyon ,Lester,July 01 2010,294
1945795,"(43.380497, -96.2102924)",Lyon ,Little Rock,July 01 2010,458
1968160,"(43.380497, -96.2102924)",Lyon ,Rock Rapids,July 01 2010,2544
1999990,"(43.380497, -96.2102924)",Lyon ,Balance of Lyon County,July 01 2010,4762
1906490,"(43.380497, -94.0155619)",Madison ,Bevington (pt.),July 01 2010,58
1923340,"(43.380497, -94.0155619)",Madison ,Earlham,July 01 2010,1449
1923790,"(41.3307142, -94.0155619)",Madison ,East Peru,July 01 2010,125
1948180,"(41.3307142, -94.0155619)",Madison ,Macksburg,July 01 2010,113
1961860,"(41.3307142, -94.0155619)",Madison ,Patterson,July 01 2010,148
1969915,"(41.3307142, -94.0155619)",Madison ,St. Charles,July 01 2010,651
1979140,"(41.3307142, -94.0155619)",Madison ,Truro,July 01 2010,488
1983910,"(41.3307142, -94.0155619)",Madison ,West Des Moines (pt.),July 01 2010,1
1986520,"(41.3307142, -94.0155619)",Madison ,Winterset,July 01 2010,5207
1999990,"(41.3307142, -94.0155619)",Madison ,Balance of Madison County,July 01 2010,7494
1904555,"(41.3307142, -92.6409094)",Mahaska ,Barnes City (pt.),July 01 2010,159
1905050,"(41.3307142, -92.6409094)",Mahaska ,Beacon,July 01 2010,495
1923970,"(41.3352035, -92.6409094)",Mahaska ,Eddyville (pt.),July 01 2010,221
1929190,"(41.3352035, -92.6409094)",Mahaska ,Fremont,July 01 2010,744
1940890,"(41.3352035, -92.6409094)",Mahaska ,Keomah Village,July 01 2010,84
1944310,"(41.3352035, -92.6409094)",Mahaska ,Leighton,July 01 2010,162
1956460,"(41.3352035, -92.6409094)",Mahaska ,New Sharon,July 01 2010,1294
1959925,"(41.3352035, -92.6409094)",Mahaska ,Oskaloosa,July 01 2010,11514
1962040,"(41.3352035, -92.6409094)",Mahaska ,Pella (pt.),July 01 2010,1
1968700,"(41.3352035, -92.6409094)",Mahaska ,Rose Hill,July 01 2010,168
1979815,"(41.3352035, -92.6409094)",Mahaska ,University Park,July 01 2010,488
1999990,"(41.3352035, -92.6409094)",Mahaska ,Balance of Mahaska County,July 01 2010,7071
1909730,"(41.3352035, -93.0994367)",Marion ,Bussey,July 01 2010,421
1933870,"(41.3344515, -93.0994367)",Marion ,Hamilton,July 01 2010,130
1934860,"(41.3344515, -93.0994367)",Marion ,Harvey,July 01 2010,234
1942015,"(41.3344515, -93.0994367)",Marion ,Knoxville,July 01 2010,7292
1950070,"(41.3344515, -93.0994367)",Marion ,Marysville,July 01 2010,66
1950935,"(41.3344515, -93.0994367)",Marion ,Melcher-Dallas,July 01 2010,1285
1962040,"(41.3344515, -93.0994367)",Marion ,Pella (pt.),July 01 2010,10333
1963750,"(41.3344515, -93.0994367)",Marion ,Pleasantville,July 01 2010,1690
1976665,"(41.3344515, -93.0994367)",Marion ,Swan,July 01 2010,72
1999990,"(41.3344515, -93.0994367)",Marion ,Balance of Marion County,July 01 2010,11709
1900955,"(41.3344515, -92.9987706)",Marshall ,Albion,July 01 2010,506
1914160,"(42.0358499, -92.9987706)",Marshall ,Clemons,July 01 2010,148
1927255,"(42.0358499, -92.9987706)",Marshall ,Ferguson,July 01 2010,126
1930900,"(42.0358499, -92.9987706)",Marshall ,Gilman,July 01 2010,510
1935220,"(42.0358499, -92.9987706)",Marshall ,Haverhill,July 01 2010,173
1943680,"(42.0358499, -92.9987706)",Marshall ,Laurel,July 01 2010,239
1944220,"(42.0358499, -92.9987706)",Marshall ,Le Grand (pt.),July 01 2010,939
1945660,"(42.0358499, -92.9987706)",Marshall ,Liscomb,July 01 2010,302
1949755,"(42.0358499, -92.9987706)",Marshall ,Marshalltown,July 01 2010,27580
1950880,"(42.0358499, -92.9987706)",Marshall ,Melbourne,July 01 2010,831
1966540,"(42.0358499, -92.9987706)",Marshall ,Rhodes,July 01 2010,306
1969780,"(42.0358499, -92.9987706)",Marshall ,St. Anthony,July 01 2010,102
1975135,"(42.0358499, -92.9987706)",Marshall ,State Center,July 01 2010,1470
1999990,"(42.0358499, -92.9987706)",Marshall ,Balance of Marshall County,July 01 2010,7463
1925500,"(42.0358499, -95.6213267)",Mills ,Emerson,July 01 2010,438
1931350,"(41.0334523, -95.6213267)",Mills ,Glenwood,July 01 2010,5271
1934995,"(41.0334523, -95.6213267)",Mills ,Hastings,July 01 2010,152
1935715,"(41.0334523, -95.6213267)",Mills ,Henderson,July 01 2010,185
1948720,"(41.0334523, -95.6213267)",Mills ,Malvern,July 01 2010,1142
1960825,"(41.0334523, -95.6213267)",Mills ,Pacific Junction,July 01 2010,471
1973155,"(41.0334523, -95.6213267)",Mills ,Silver City,July 01 2010,245
1976935,"(41.0334523, -95.6213267)",Mills ,Tabor (pt.),July 01 2010,84
1999990,"(41.0334523, -95.6213267)",Mills ,Balance of Mills County,July 01 2010,7070
1911035,"(41.0334523, -92.7890315)",Mitchell ,Carpenter,July 01 2010,109
1948045,"(43.3564124, -92.7890315)",Mitchell ,McIntire,July 01 2010,122
1952905,"(43.3564124, -92.7890315)",Mitchell ,Mitchell,July 01 2010,139
1959520,"(43.3564124, -92.7890315)",Mitchell ,Orchard,July 01 2010,71
1959745,"(43.3564124, -92.7890315)",Mitchell ,Osage,July 01 2010,3628
1966585,"(43.3564124, -92.7890315)",Mitchell ,Riceville (pt.),July 01 2010,468
1969735,"(43.3564124, -92.7890315)",Mitchell ,St. Ansgar,July 01 2010,1113
1974820,"(43.3564124, -92.7890315)",Mitchell ,Stacyville,July 01 2010,492
1999990,"(43.3564124, -92.7890315)",Mitchell ,Balance of Mitchell County,July 01 2010,4664
1906940,"(43.3564124, -95.9599235)",Monona ,Blencoe,July 01 2010,224
1911530,"(42.0516663, -95.9599235)",Monona ,Castana,July 01 2010,142
1949170,"(42.0516663, -95.9599235)",Monona ,Mapleton,July 01 2010,1223
1953850,"(42.0516663, -95.9599235)",Monona ,Moorhead,July 01 2010,226
1959115,"(42.0516663, -95.9599235)",Monona ,Onawa,July 01 2010,2994
1968385,"(42.0516663, -95.9599235)",Monona ,Rodney,July 01 2010,60
1973785,"(42.0516663, -95.9599235)",Monona ,Soldier,July 01 2010,174
1979185,"(42.0516663, -95.9599235)",Monona ,Turin,July 01 2010,68
1979995,"(42.0516663, -95.9599235)",Monona ,Ute,July 01 2010,373
1985215,"(42.0516663, -95.9599235)",Monona ,Whiting,July 01 2010,761
1999990,"(42.0516663, -95.9599235)",Monona ,Balance of Monona County,July 01 2010,2988
1900910,"(42.0516663, -92.8689877)",Monroe ,Albia,July 01 2010,3776
1923970,"(41.0297826, -92.8689877)",Monroe ,Eddyville (pt.),July 01 2010,2
1946830,"(41.0297826, -92.8689877)",Monroe ,Lovilia,July 01 2010,539
1950970,"(41.0297826, -92.8689877)",Monroe ,Melrose,July 01 2010,112
1953985,"(41.0297826, -92.8689877)",Monroe ,Moravia (pt.),July 01 2010,2
1999990,"(41.0297826, -92.8689877)",Monroe ,Balance of Monroe County,July 01 2010,3555
1914880,"(41.0297826, -95.1563758)",Montgomery ,Coburg,July 01 2010,42
1924915,"(41.03014, -95.1563758)",Montgomery ,Elliott,July 01 2010,349
1932295,"(41.03014, -95.1563758)",Montgomery ,Grant,July 01 2010,92
1966135,"(41.03014, -95.1563758)",Montgomery ,Red Oak,July 01 2010,5720
1975000,"(41.03014, -95.1563758)",Montgomery ,Stanton,July 01 2010,687
1980985,"(41.03014, -95.1563758)",Montgomery ,Villisca,July 01 2010,1248
1999990,"(41.03014, -95.1563758)",Montgomery ,Balance of Montgomery County,July 01 2010,2565
1903385,"(41.03014, -91.1127562)",Muscatine ,Atalissa,July 01 2010,311
1907075,"(41.4839221, -91.1127562)",Muscatine ,Blue Grass (pt.),July 01 2010,16
1915645,"(41.4839221, -91.1127562)",Muscatine ,Conesville,July 01 2010,432
1922980,"(41.4839221, -91.1127562)",Muscatine ,Durant (pt.),July 01 2010,5
1929280,"(41.4839221, -91.1127562)",Muscatine ,Fruitland,July 01 2010,979
1955110,"(41.4839221, -91.1127562)",Muscatine ,Muscatine,July 01 2010,23757
1956685,"(41.4839221, -91.1127562)",Muscatine ,Nichols,July 01 2010,372
1975450,"(41.4839221, -91.1127562)",Muscatine ,Stockton,July 01 2010,197
1981705,"(41.4839221, -91.1127562)",Muscatine ,Walcott (pt.),July 01 2010,0
1984315,"(41.4839221, -91.1127562)",Muscatine ,West Liberty,July 01 2010,3752
1986070,"(41.4839221, -91.1127562)",Muscatine ,Wilton (pt.),July 01 2010,2784
1999990,"(41.4839221, -91.1127562)",Muscatine ,Balance of Muscatine County,July 01 2010,10130
1902530,"(41.4839221, -95.6248784)",O'Brien ,Archer,July 01 2010,131
1910090,"(43.0837527, -95.6248784)",O'Brien ,Calumet,July 01 2010,170
1934725,"(43.0837527, -95.6248784)",O'Brien ,Hartley,July 01 2010,1671
1961905,"(43.0837527, -95.6248784)",O'Brien ,Paullina,July 01 2010,1056
1964650,"(43.0837527, -95.6248784)",O'Brien ,Primghar,July 01 2010,909
1970410,"(43.0837527, -95.6248784)",O'Brien ,Sanborn,July 01 2010,1403
1972390,"(43.0837527, -95.6248784)",O'Brien ,Sheldon (pt.),July 01 2010,5023
1976485,"(43.0837527, -95.6248784)",O'Brien ,Sutherland,July 01 2010,649
1999990,"(43.0837527, -95.6248784)",O'Brien ,Balance of O'Brien County,July 01 2010,3386
1903295,"(43.0837527, -95.6236852)",Osceola ,Ashton,July 01 2010,457
1934635,"(43.3785704, -95.6236852)",Osceola ,Harris,July 01 2010,170
1951060,"(43.3785704, -95.6236852)",Osceola ,Melvin,July 01 2010,214
1958530,"(43.3785704, -95.6236852)",Osceola ,Ocheyedan,July 01 2010,489
1972975,"(43.3785704, -95.6236852)",Osceola ,Sibley,July 01 2010,2796
1999990,"(43.3785704, -95.6236852)",Osceola ,Balance of Osceola County,July 01 2010,2327
1906895,"(43.3785704, -95.1501747)",Page ,Blanchard,July 01 2010,38
1907930,"(40.7391444, -95.1501747)",Page ,Braddyville,July 01 2010,159
1913575,"(40.7391444, -95.1501747)",Page ,Clarinda,July 01 2010,5582
1914970,"(40.7391444, -95.1501747)",Page ,Coin,July 01 2010,193
1915105,"(40.7391444, -95.1501747)",Page ,College Springs,July 01 2010,214
1925815,"(40.7391444, -95.1501747)",Page ,Essex,July 01 2010,798
1935760,"(40.7391444, -95.1501747)",Page ,Hepburn,July 01 2010,23
1957045,"(40.7391444, -95.1501747)",Page ,Northboro,July 01 2010,58
1971895,"(40.7391444, -95.1501747)",Page ,Shambaugh,July 01 2010,191
1972525,"(40.7391444, -95.1501747)",Page ,Shenandoah (pt.),July 01 2010,5147
1987420,"(40.7391444, -95.1501747)",Page ,Yorktown,July 01 2010,85
1999990,"(40.7391444, -95.1501747)",Page ,Balance of Page County,July 01 2010,3452
1904105,"(40.7391444, -94.6781371)",Palo Alto ,Ayrshire,July 01 2010,143
1917895,"(43.0820643, -94.6781371)",Palo Alto ,Curlew,July 01 2010,58
1917985,"(43.0820643, -94.6781371)",Palo Alto ,Cylinder,July 01 2010,88
1925590,"(43.0820643, -94.6781371)",Palo Alto ,Emmetsburg,July 01 2010,3893
1931800,"(43.0820643, -94.6781371)",Palo Alto ,Graettinger,July 01 2010,841
1948585,"(43.0820643, -94.6781371)",Palo Alto ,Mallard,July 01 2010,273
1968340,"(43.0820643, -94.6781371)",Palo Alto ,Rodman,July 01 2010,45
1969330,"(43.0820643, -94.6781371)",Palo Alto ,Ruthven,July 01 2010,735
1983550,"(43.0820643, -94.6781371)",Palo Alto ,West Bend (pt.),July 01 2010,759
1999990,"(43.0820643, -94.6781371)",Palo Alto ,Balance of Palo Alto County,July 01 2010,2559
1900775,"(43.0820643, -96.2140431)",Plymouth ,Akron,July 01 2010,1485
1908875,"(42.7378346, -96.2140431)",Plymouth ,Brunsville,July 01 2010,151
1916950,"(42.7378346, -96.2140431)",Plymouth ,Craig,July 01 2010,89
1936480,"(42.7378346, -96.2140431)",Plymouth ,Hinton,July 01 2010,952
1941385,"(42.7378346, -96.2140431)",Plymouth ,Kingsley,July 01 2010,1410
1944400,"(42.7378346, -96.2140431)",Plymouth ,Le Mars,July 01 2010,9817
1951375,"(42.7378346, -96.2140431)",Plymouth ,Merrill,July 01 2010,754
1960780,"(42.7378346, -96.2140431)",Plymouth ,Oyens,July 01 2010,103
1966405,"(42.7378346, -96.2140431)",Plymouth ,Remsen,July 01 2010,1662
1973335,"(42.7378346, -96.2140431)",Plymouth ,Sioux City (pt.),July 01 2010,6
1975945,"(42.7378346, -96.2140431)",Plymouth ,Struble,July 01 2010,78
1984090,"(42.7378346, -96.2140431)",Plymouth ,Westfield,July 01 2010,132
1999990,"(42.7378346, -96.2140431)",Plymouth ,Balance of Plymouth County,July 01 2010,8329
1928245,"(42.7378346, -94.6787466)",Pocahontas ,Fonda,July 01 2010,628
1930945,"(42.7341351, -94.6787466)",Pocahontas ,Gilmore City (pt.),July 01 2010,222
1935130,"(42.7341351, -94.6787466)",Pocahontas ,Havelock,July 01 2010,137
1943725,"(42.7341351, -94.6787466)",Pocahontas ,Laurens,July 01 2010,1254
1961050,"(42.7341351, -94.6787466)",Pocahontas ,Palmer,July 01 2010,164
1963840,"(42.7341351, -94.6787466)",Pocahontas ,Plover,July 01 2010,77
1963975,"(42.7341351, -94.6787466)",Pocahontas ,Pocahontas,July 01 2010,1781
1968520,"(42.7341351, -94.6787466)",Pocahontas ,Rolfe,July 01 2010,582
1980535,"(42.7341351, -94.6787466)",Pocahontas ,Varina,July 01 2010,71
1999990,"(42.7341351, -94.6787466)",Pocahontas ,Balance of Pocahontas County,July 01 2010,2361
1901180,"(42.7341351, -93.5735335)",Polk ,Alleman,July 01 2010,434
1901630,"(41.6855048, -93.5735335)",Polk ,Altoona,July 01 2010,14650
1902305,"(41.6855048, -93.5735335)",Polk ,Ankeny,July 01 2010,45815
1907390,"(41.6855048, -93.5735335)",Polk ,Bondurant,July 01 2010,3921
1910765,"(41.6855048, -93.5735335)",Polk ,Carlisle (pt.),July 01 2010,87
1914520,"(41.6855048, -93.5735335)",Polk ,Clive (pt.),July 01 2010,10791
1921000,"(41.6855048, -93.5735335)",Polk ,Des Moines (pt.),July 01 2010,204740
1924735,"(41.6855048, -93.5735335)",Polk ,Elkhart,July 01 2010,686
1932160,"(41.6855048, -93.5735335)",Polk ,Granger (pt.),July 01 2010,213
1933060,"(41.6855048, -93.5735335)",Polk ,Grimes (pt.),July 01 2010,8353
1939765,"(41.6855048, -93.5735335)",Polk ,Johnston,July 01 2010,17373
1952950,"(41.6855048, -93.5735335)",Polk ,Mitchellville (pt.),July 01 2010,2234
1957675,"(41.6855048, -93.5735335)",Polk ,Norwalk (pt.),July 01 2010,0
1963525,"(41.6855048, -93.5735335)",Polk ,Pleasant Hill,July 01 2010,8841
1964020,"(41.6855048, -93.5735335)",Polk ,Polk City,July 01 2010,3452
1969240,"(41.6855048, -93.5735335)",Polk ,Runnells,July 01 2010,509
1972345,"(41.6855048, -93.5735335)",Polk ,Sheldahl (pt.),July 01 2010,135
1979950,"(41.6855048, -93.5735335)",Polk ,Urbandale (pt.),July 01 2010,33087
1983910,"(41.6855048, -93.5735335)",Polk ,West Des Moines (pt.),July 01 2010,44964
1986250,"(41.6855048, -93.5735335)",Polk ,Windsor Heights,July 01 2010,4877
1999990,"(41.6855048, -93.5735335)",Polk ,Balance of Polk County,July 01 2010,27120
1903970,"(41.6855048, -95.5423935)",Pottawattamie ,Avoca,July 01 2010,1511
1911170,"(41.3366123, -95.5423935)",Pottawattamie ,Carson,July 01 2010,814
1911215,"(41.3366123, -95.5423935)",Pottawattamie ,Carter Lake,July 01 2010,3792
1916860,"(41.3366123, -95.5423935)",Pottawattamie ,Council Bluffs,July 01 2010,62378
1917175,"(41.3366123, -95.5423935)",Pottawattamie ,Crescent,July 01 2010,618
1934005,"(41.3366123, -95.5423935)",Pottawattamie ,Hancock,July 01 2010,196
1947865,"(41.3366123, -95.5423935)",Pottawattamie ,McClelland,July 01 2010,151
1947955,"(41.3366123, -95.5423935)",Pottawattamie ,Macedonia,July 01 2010,246
1952590,"(41.3366123, -95.5423935)",Pottawattamie ,Minden,July 01 2010,600
1955560,"(41.3366123, -95.5423935)",Pottawattamie ,Neola,July 01 2010,847
1958080,"(41.3366123, -95.5423935)",Pottawattamie ,Oakland,July 01 2010,1530
1972300,"(41.3366123, -95.5423935)",Pottawattamie ,Shelby (pt.),July 01 2010,23
1978825,"(41.3366123, -95.5423935)",Pottawattamie ,Treynor,July 01 2010,921
1979500,"(41.3366123, -95.5423935)",Pottawattamie ,Underwood,July 01 2010,943
1982065,"(41.3366123, -95.5423935)",Pottawattamie ,Walnut,July 01 2010,786
1999990,"(41.3366123, -95.5423935)",Pottawattamie ,Balance of Pottawattamie County,July 01 2010,18012
1904555,"(41.3366123, -92.5314684)",Poweshiek ,Barnes City (pt.),July 01 2010,17
1908695,"(41.6864422, -92.5314684)",Poweshiek ,Brooklyn,July 01 2010,1477
1919495,"(41.6864422, -92.5314684)",Poweshiek ,Deep River,July 01 2010,279
1933105,"(41.6864422, -92.5314684)",Poweshiek ,Grinnell,July 01 2010,9213
1933285,"(41.6864422, -92.5314684)",Poweshiek ,Guernsey,July 01 2010,63
1934770,"(41.6864422, -92.5314684)",Poweshiek ,Hartwick,July 01 2010,86
1948540,"(41.6864422, -92.5314684)",Poweshiek ,Malcom,July 01 2010,287
1953490,"(41.6864422, -92.5314684)",Poweshiek ,Montezuma,July 01 2010,1461
1971355,"(41.6864422, -92.5314684)",Poweshiek ,Searsboro,July 01 2010,148
1980805,"(41.6864422, -92.5314684)",Poweshiek ,Victor (pt.),July 01 2010,115
1999990,"(41.6864422, -92.5314684)",Poweshiek ,Balance of Poweshiek County,July 01 2010,5762
1905095,"(41.6864422, -94.2439719)",Ringgold ,Beaconsfield,July 01 2010,15
1905905,"(40.7352023, -94.2439719)",Ringgold ,Benton,July 01 2010,43
1913980,"(40.7352023, -94.2439719)",Ringgold ,Clearfield (pt.),July 01 2010,6
1919810,"(40.7352023, -94.2439719)",Ringgold ,Delphos,July 01 2010,25
1921270,"(40.7352023, -94.2439719)",Ringgold ,Diagonal,July 01 2010,330
1925005,"(40.7352023, -94.2439719)",Ringgold ,Ellston,July 01 2010,43
1940350,"(40.7352023, -94.2439719)",Ringgold ,Kellerton,July 01 2010,314
1948675,"(40.7352023, -94.2439719)",Ringgold ,Maloy,July 01 2010,29
1954480,"(40.7352023, -94.2439719)",Ringgold ,Mount Ayr,July 01 2010,1687
1966000,"(40.7352023, -94.2439719)",Ringgold ,Redding,July 01 2010,82
1971940,"(40.7352023, -94.2439719)",Ringgold ,Shannon City (pt.),July 01 2010,5
1978195,"(40.7352023, -94.2439719)",Ringgold ,Tingley,July 01 2010,184
1999990,"(40.7352023, -94.2439719)",Ringgold ,Balance of Ringgold County,July 01 2010,2359
1903610,"(40.7352023, -95.1053946)",Sac ,Auburn,July 01 2010,322
1923475,"(42.3862604, -95.1053946)",Sac ,Early,July 01 2010,557
1942690,"(42.3862604, -95.1053946)",Sac ,Lake View,July 01 2010,1142
1947730,"(42.3862604, -95.1053946)",Sac ,Lytton (pt.),July 01 2010,273
1955515,"(42.3862604, -95.1053946)",Sac ,Nemaha,July 01 2010,85
1958575,"(42.3862604, -95.1053946)",Sac ,Odebolt,July 01 2010,1014
1969645,"(42.3862604, -95.1053946)",Sac ,Sac City,July 01 2010,2223
1971085,"(42.3862604, -95.1053946)",Sac ,Schaller,July 01 2010,772
1982020,"(42.3862604, -95.1053946)",Sac ,Wall Lake,July 01 2010,819
1999990,"(42.3862604, -95.1053946)",Sac ,Balance of Sac County,July 01 2010,3145
1906355,"(42.3862604, -90.6232428)",Scott ,Bettendorf,July 01 2010,33383
1907075,"(41.6370978, -90.6232428)",Scott ,Blue Grass (pt.),July 01 2010,1441
1909235,"(41.6370978, -90.6232428)",Scott ,Buffalo,July 01 2010,1276
1919000,"(41.6370978, -90.6232428)",Scott ,Davenport,July 01 2010,99948
1921540,"(41.6370978, -90.6232428)",Scott ,Dixon,July 01 2010,243
1921720,"(41.6370978, -90.6232428)",Scott ,Donahue,July 01 2010,357
1922980,"(41.6370978, -90.6232428)",Scott ,Durant (pt.),July 01 2010,92
1924600,"(41.6370978, -90.6232428)",Scott ,Eldridge,July 01 2010,5683
1944085,"(41.6370978, -90.6232428)",Scott ,Le Claire,July 01 2010,3754
1946425,"(41.6370978, -90.6232428)",Scott ,Long Grove,July 01 2010,812
1947820,"(41.6370978, -90.6232428)",Scott ,McCausland,July 01 2010,304
1950655,"(41.6370978, -90.6232428)",Scott ,Maysville,July 01 2010,176
1956280,"(41.6370978, -90.6232428)",Scott ,New Liberty,July 01 2010,139
1961365,"(41.6370978, -90.6232428)",Scott ,Panorama Park,July 01 2010,129
1964740,"(41.6370978, -90.6232428)",Scott ,Princeton,July 01 2010,888
1967350,"(41.6370978, -90.6232428)",Scott ,Riverdale,July 01 2010,406
1981705,"(41.6370978, -90.6232428)",Scott ,Walcott (pt.),July 01 2010,1620
1999990,"(41.6370978, -90.6232428)",Scott ,Balance of Scott County,July 01 2010,15096
